language_no	language_name	stimulus_no	status	causal_marker	sentence	glosses_en	back_translation_en	glosses_ru	back_translation_ru	comments	comments_informal
1	English	37	main	due_to	The pilot couldn’t land the plane due to inexperience.		The pilot couldn’t land the plane due to inexperience.		Пилот не смог посадить самолет из-за неопытности.		
1	English	38	main	out_of	In wartime, people ate grass out of hunger.		In wartime, people ate grass out of hunger.		Во время войны люди с голода ели траву.		
1	English	38	alternate	due_to	In wartime, people ate grass due to hunger.		In wartime, people ate grass due to hunger.		Во время войны люди с голода ели траву.		
1	English	39	main	out_of	The woman went inside out of curiosity.		The woman went inside out of curiosity.		Женщина зашла внутрь из любопытства.		
1	English	40	main	out_of	The man killed his wife out of jealousy.		The man killed his wife out of jealousy.		Мужчина убил жену из ревности.		
1	English	41	main	out_of	The man told everyone about it out of vanity.		The man told everyone about it out of vanity.		Мужчина всем об этом рассказал из тщеславия.		
1	English	42	main	out_of	The woman broke all the dishes out of anger.		The woman broke all the dishes out of anger.		Женщина разбила всю посуду от злости.		
1	English	43	main	because_of	The woman went to sleep clothed because of the cold.		The woman went to sleep clothed because of the cold.		Женщина легла спать одетой из-за холода.	This translation is less formal than the one with due to.	CD: “Not really much of a difference, either option is fine”. And then “The option with because of is, in my opinion, preferable, as “because” is going to be more colloquial/used in conversational speech more often. Also if speakers are going to translate these, then it is going to be better to use this option as well, since the preposition will likely be a more widely understood form.”
1	English	43	alternate	due_to	The woman went to sleep clothed due to the cold.		The woman went to sleep clothed due to the cold.		Женщина легла спать одетой из-за холода.	This translation is more formal than the one with because of.	
1	English	44	main	for	The teacher commended the student for his suit.		The teacher commended the student for his suit.		Учитель похвалил ученика за его костюм.		
1	English	45	main	because_of	The man killed his neighbor because of his words.		The man killed his neighbor because of his words.		Мужчина убил соседа за его слова.		
1	English	45	alternate	because_of	The man killed his neighbor because of what he said.		The man killed his neighbor because of what he said.		Мужчина убил соседа за то, что тот сказал.		
1	English	46	main	over	The children fought over the ball.		The children fought over the ball.		Дети подрались из-за мяча.		
1	English	47	main	over	The man argued with his brother over the inheritance.		The man argued with his brother over the inheritance.		Мужчина поссорился с братом из-за наследства.		
1	English	48	main	because_of	The woman bought the book because of the pictures.		The woman bought the book because of the pictures.		Женщина купила книгу из-за картинок.		
1	English	49	main	because_of	The woman canceled plans with her friend because of her bad mood.		The woman canceled plans with her friend because of her bad mood.		Женщина отменила встречу с подругой из-за плохого настроения.		
1	English	50	main	judging_by	Judging by the puddles, it rained last night.		Judging by the puddles, it rained last night.		Судя по лужам, ночью шел дождь.		
1	English	51	main	judging_by	Judging by the bubbles, the water is boiling.		Judging by the bubbles, the water is boiling.		Судя по пузырькам, вода уже закипела.		
1	English	52	main	n.a.						The intended meaning cannot be expressed in a single sentence.	
1	English	53	main	n.a.						The intended meaning cannot be expressed in a single sentence.	
1	English	54	main	per	Per mathematical law, this number cannot be less than one.		Per mathematical law, this number cannot be less than one.		Это число не может быть меньше единицы в силу математических законов.		
1	English	54	alternate	per	This number cannot be less than one, per mathematical law.		This number cannot be less than one, per mathematical law.		Это число не может быть меньше единицы в силу математических законов.		
